Elapsed Time[s]	Write 0 [A]	
33.7350	0.836	
33.7352	0.838	
33.7354	0.838	
33.7356	0.838	
33.7358	0.837	
33.7360	0.837	
33.7362	0.838	
33.7364	0.838	
33.7366	0.838	
33.7368	0.838	
33.7370	0.838	
33.7372	0.838	
33.7374	0.836	
33.7376	0.837	
33.7378	0.837	
33.7380	0.838	
33.7382	0.837	
33.7384	0.838	
33.7386	0.837	
33.7388	0.838	
33.7390	0.837	
33.7392	0.836	
33.7394	0.838	
33.7396	0.837	
33.7398	0.837	
33.7400	0.838	
33.7402	0.838	
33.7404	0.838	
33.7406	0.838	
33.7408	0.838	
33.7410	0.838	
33.7412	0.838	
33.7414	0.838	
33.7416	0.836	
33.7418	0.837	
33.7420	0.838	
33.7422	0.838	
33.7424	0.837	
33.7426	0.838	
33.7428	0.837	
33.7430	0.838	
33.7432	0.838	
33.7434	0.838	
33.7436	0.838	
33.7438	0.837	
33.7440	0.838	
33.7442	0.838	
33.7444	0.838	
33.7446	0.838	
33.7448	0.839	
33.7450	0.839	
33.7452	0.838	
33.7454	0.838	
33.7456	0.837	
33.7458	0.838	
33.7460	0.839	
33.7462	0.839	
33.7464	0.839	
33.7466	0.838	
33.7468	0.838	
33.7470	0.838	
33.7472	0.840	
33.7474	0.839	
33.7476	0.838	
33.7478	0.838	
33.7480	0.838	
33.7482	0.837	
33.7484	0.838	
33.7486	0.838	
33.7488	0.838	
33.7490	0.838	
33.7492	0.839	
33.7494	0.838	
33.7496	0.838	
33.7498	0.838	
33.7500	0.836	
33.7502	0.839	
33.7504	0.838	
33.7506	0.838	
33.7508	0.838	
33.7510	0.839	
33.7512	0.839	
33.7514	0.838	
33.7516	0.838	
33.7518	0.838	
33.7520	0.839	
33.7522	0.838	
33.7524	0.838	
33.7526	0.838	
33.7528	0.838	
33.7530	0.838	
33.7532	0.839	
33.7534	0.838	
33.7536	0.838	
33.7538	0.839	
33.7540	0.838	
33.7542	0.838	
33.7544	0.838	
33.7546	0.838	
33.7548	0.838	
33.7550	0.838	
33.7552	0.838	
33.7554	0.838	
33.7556	0.838	
33.7558	0.838	
33.7560	0.838	
33.7562	0.838	
33.7564	0.838	
33.7566	0.838	
33.7568	0.837	
33.7570	0.838	
33.7572	0.838	
33.7574	0.837	
33.7576	0.838	
33.7578	0.837	
33.7580	0.838	
33.7582	0.838	
33.7584	0.838	
33.7586	0.838	
33.7588	0.838	
33.7590	0.838	
33.7592	0.838	
33.7594	0.838	
33.7596	0.839	
33.7598	0.838	
33.7600	0.838	
33.7602	0.838	
33.7604	0.838	
33.7606	0.838	
33.7608	0.837	
33.7610	0.836	
33.7612	0.838	
33.7614	0.837	
33.7616	0.837	
33.7618	0.839	
33.7620	0.837	
33.7622	0.837	
33.7624	0.837	
33.7626	0.837	
33.7628	0.837	
33.7630	0.839	
33.7632	0.838	
33.7634	0.838	
33.7636	0.837	
33.7638	0.838	
33.7640	0.838	
33.7642	0.836	
33.7644	0.840	
33.7646	0.837	
33.7648	0.838	
33.7650	0.838	
33.7652	0.838	
33.7654	0.838	
33.7656	0.838	
33.7658	0.839	
33.7660	0.838	
33.7662	0.838	
33.7664	0.838	
33.7666	0.838	
33.7668	0.838	
33.7670	0.838	
33.7672	0.838	
33.7674	0.838	
33.7676	0.838	
33.7678	0.839	
33.7680	0.838	
33.7682	0.838	
33.7684	0.838	
33.7686	0.838	
33.7688	0.838	
